id	idU	title	desc	pubdate	numlikes
583	859	Primer Museo del Pisco / Calle Lima  Pachacámac #igersperu #pachacamac https://t.co/VWbIXLsZ2U	Elías Jesús 🐒	2014-09-18	10
584	707	I'm at Parque Pablo Arguedas - @munimiraflores in Lima https://t.co/hIRRH4LNyB	Pixel⚡️Rider	2014-05-31	20
585	830	I'm at Barranco in Lima https://t.co/8bAepfaQnN	Gonzalo DP	2014-02-10	14
586	926	Por tiempo limitado 💋 #aprovechecasero @ Barranco  Lima  Peru https://t.co/AvHNnv3jNO	NM	2014-08-04	10
587	844	Almacenaje y Producción 💪 (at @IPAE_Escuela de Empresarios in Santiago de Surco  Lima) https://t.co/8tiJTzGSyq	Patty	2014-10-07	2
588	94	颜色 (@ Tai Loy - Bolichera - @tailoyoficial in Santiago de Surco  Lima) https://t.co/TGoga4IHf9 https://t.co/LXn1FcPz44	Eric Herrera	2014-04-01	1
589	586	🍔 (at @BembosOficial in Miraflores  Lima) https://t.co/6PUuhI26x0	Antony Castillo	2014-09-24	1
590	693	Comenzamos con  Bésame mucho   (@ Urb. Los Cedros de Villa in Lima) https://t.co/cCHDDEkhuW	Raúl	2014-01-20	6
591	287	Lonchecito despues de la miniolimpiada (@ Charlotte in Barranco  Lima w/ @desastrozo) https://t.co/Epy1zPxYcm	Melissa	2014-03-22	6
592	100	Tiempo de concierto!!! #DaniMartin #MontañaRusa (@ Sargento Pimienta - @sargentpimienta in Barranco  Lima) https://t.co/bFefH9rdkX	Sheila S.	2014-06-25	1
593	843	I'm at Estación Cabitos - @lineaunope in Santiago de Surco  Lima https://t.co/vICvNkTFyc	Joshua Valverde 	2014-11-02	18
594	653	 Dani Martín: Gira La Montaña Rusa  (@ Sargento Pimienta - @sargentpimienta in Barranco  Lima) https://t.co/7s1Ddnsgsb	Xander T. Chacón	2014-03-02	5
595	673	Sabor a mí! (@ Barranco in Lima) https://t.co/Po5fbjeKgI	Raúl	2014-09-12	9
596	255	#food #comida #cantarana #lima #peru @ Canta Rana Oficial https://t.co/pXahu4NGcG	Fernando	2014-05-03	1
597	624	🏳️‍🌈🏳️‍🌈🏳️‍🌈 (@ Malecón de Chorrillos in Chorrillos  Lima / Perú) https://t.co/BRMt6b3JvL	Victor	2014-08-21	2
598	221	En el concierto de Dani Martin con mi bonita. 😍 (@ Sargento Pimienta - @sargentpimienta in Barranco  Lima) https://t.co/nsodkEbkG6	H.	2014-08-18	8
599	240	#TheColorRunNight 💜💛💚💙🏃🚩🎊🎉🌠 (@ Agua Dulce in Lima) https://t.co/cKTX6DCktH https://t.co/kOkYSj6ZrI	Ce Rod	2014-09-24	13
600	996	El curioso incidente del perro a la medianoche 🎭 (at @TeatroLaPlaza in Miraflores  Lima) https://t.co/7CGcQowIHn	Nana	2014-04-24	2
601	331	Pollito a la grasaaaaa con @joannaml10 (@ El Galpon in Lima) https://t.co/FxjxFLXaJ7	Kharla	2014-09-30	8
602	414	Chambing (@ Sargento Pimienta - @sargentpimienta in Barranco  Lima) https://t.co/5fiemHIAsg	Mechita	2014-03-01	3
603	431	En Lima falta una 😳 https://t.co/W8p1Y6OUzZ	G_R_A_1981	2014-06-19	7
604	689	I'm at Globilandia in Miraflores  Lima https://t.co/Isp2TtQJ5E	#NAME?	2014-07-14	18
605	283	Orgullo (@ MicroTeatro Lima in Lima) https://t.co/j0CFgPF95s	quésignificaenio	2014-12-28	7
606	178	I'm at Chilli's in Lima District  Lima Region https://t.co/eumZTmsB9d	Gatonator	2014-04-30	2
607	47	Matri Xime (@ Cala Restaurante - @bookersnap in Barranco  Lima) https://t.co/BBjNf5ONKe	Luis DAL	2014-10-04	10
608	205	I'm at La Cabrera in Barranco  Lima https://t.co/ZvdNvlGtbV	Gonzalo Barrios	2014-10-31	18
609	512	No estaba muerto este weon #michaeljackson #barranco @ Parque De Barranco  Lima https://t.co/kb9ohXIuIC	Martin Olea	2014-12-15	9
610	883	I'm at Subway in Miraflores  Lima https://t.co/yveRkh4FgX	Pixel⚡️Rider	2014-09-28	17
611	320	Cenita con papis ❤ (at @BembosOficial in Miraflores  Lima w/ @oscard_1012 @conathin) https://t.co/QeAnWuurMy	Patty	2014-11-11	8
612	508	Excelente noche en Lima llena de cultura y buena vibra. museomate @mariotestino La cultura es… https://t.co/hM5a63RHXq	Luis Llontop	2014-12-18	7
613	488	acá  en yesos 🙄 (@ Ayahuasca Restobar Lounge in Barranco  Lima) https://t.co/ZHxOxLSNhz	Cannoli.	2014-05-19	19
614	84	@Peru21Economia @RPPNoticias @larepublica_pe @Lima_ECpe https://t.co/uwsnAToqgc	Luis Hidalgo	2014-09-08	16
615	557	Muertaaaaaa (@ Hotel El Ducado in Lima) https://t.co/oTYv4ZvuP8	Rita Aranda	2014-05-22	6
616	164	I'm at Ayahuasca Restobar Lounge in Barranco  Lima w/ @xtianu_u https://t.co/IJuUfLEW40	Luis Hernández	2014-12-30	20
617	611	I'm at Ovalo Balta in Barranco  Lima https://t.co/GD8dnxwhIY	Naysha Price Ballón	2014-04-07	18
618	975	✨🐍 (@ Sapporo in LIMA  Lima) https://t.co/Iema4PElUz	Jorge Carrillo	2014-05-15	4
619	394	Tributo a Coldplay + Chilcanos...cómo no amar Lima? (@ La Noche de Barranco in Lima  Peru w/ @trejosjj) https://t.co/SpQiARCa8a	Marce Alfaro	2014-07-21	9
620	149	Aquí siendo accionista (@ Toro Retro Bar in Barranco  Lima w/ @allesitamt @_lagrii_) https://t.co/FEY5WjSsqn	Gabriela Bocanegra	2014-02-12	16
621	259	I'm at Amaranta Restobar in Barranco  Lima https://t.co/6yDLfAxQlw	Naysha Price Ballón	2014-12-20	17
622	712	#UFCxFOX quiero q gane Hunt pero tb sería interesante ver que tiene q ofrecer Lewis contra los mejor rankeados  saludos desde Lima  Perú 🇵🇪	Carlos Peña Acuña	2014-07-13	19
623	104	#UFCxFOXdesde lima perú gana hunt	PEDRO el Motero	2014-11-16	4
624	490	Coldplay (@ La Noche de Barranco in Lima  Peru) https://t.co/93kqQV8hcJ https://t.co/djCrT5u8LN	Sebástian Jesús	2014-07-05	14
625	332	Salud 🤷‍♂️ (@ Ayahuasca Restobar Lounge in Barranco  Lima) https://t.co/Wg7IG2adW6	EMERSON	2014-02-12	20
626	96	Holii (@ El Dragón de Barranco - @dragonbarranco in Barranco  Lima) https://t.co/M5HIYpzbhh	Amapola	2014-11-28	14
627	212	#Cusqueña 😜🍺 #Barranco #Lima 🇵🇪 💃🏻 @ Restaurante Javier https://t.co/tiOabMQstF	Pame Caviedes	2014-07-05	8
628	950	I'm at Trapiche Bar in Barranco  Lima https://t.co/UGnZsoTTOs	Alejandra 👑	2014-10-25	6
629	379	Coldplay ❤️ (@ La Noche de Barranco in Lima  Peru w/ @srbastian20) https://t.co/xCAgyrbYoV	Cannoli.	2014-04-10	7
630	922	❤️❤️❤️ (@ Sargento Pimienta - @sargentpimienta in Barranco  Lima) https://t.co/9cAEFeACkr	Cannoli.	2014-12-12	4
631	307	Casual! (@ El Tizón - @eltizonbar in Barranco  Lima) https://t.co/lNWoDbYQmL	Marcos Oak	2014-11-07	4
632	410	I'm at Parque Pablo Arguedas - @munimiraflores in Lima https://t.co/NncIJ190Id	Pixel⚡️Rider	2014-05-09	3
633	674	I'm at Puente Benavides in Santiago de Surco  Lima https://t.co/RluQj5JBx2	Darío Ramos :)	2014-10-25	18
634	162	Day7 🏃🏽 (@ Parque Domodossola in Miraflores  Lima) https://t.co/Cppmf5iG8K	Aaron 📵	2014-11-25	4
635	479	Segundo dia 🌏🌏🌏 (@ Centro de Convenciones Daniel Alcides Carrion (CMP) in Miraflores  Lima) https://t.co/t8ULxSGeOt	MARWILD	2014-09-16	11
636	253	#RGxESPN @javifranatenis @LuisAlvarez_1 Stan jugando al revés de Rafa y sin paralelas poco daño hace. Saludos desde Lima!	giovannie escribens	2014-04-04	13
637	748	Misa de la abuela (@ Jardines de la Paz in Lurín  Lima) https://t.co/7lNT3MAlqm	Fernando Ayala	2014-06-10	14
638	978	I'm at @Deli_Bakery in Chorrillos  Lima https://t.co/bc2BOipWcz	Junior Calixcovich	2014-11-26	14
639	245	I'm at @Real_Plaza Guardia Civil in Chorrillos  Lima https://t.co/9b1vm9iYfH	Victor	2014-08-16	13
640	941	I'm at Puente Alipio Ponce in San Juan de Miraflores  Lima https://t.co/AfJeGrk4QH	Eddie.⛹🏻	2014-11-22	13
641	458	Pinturas (@ Promart in Lima) https://t.co/hfwimFdx2V	Victor	2014-05-06	20
642	170	I'm at La Bonbonniere -Balboa in Lima https://t.co/TTHbtoDB0K	Israel Gonzales	2014-05-06	16
643	209	I'm at Hotel Bella Muerte in La Molina  Lima  Lima https://t.co/YDJsQmvMRE	Sergio Valentín	2014-07-12	5
644	627	I'm at Jardines de la Paz in Lurín  Lima https://t.co/boaq4WhFVs	Carlos Martinez	2014-10-10	2
645	759	I'm at Gold's Gym in Chorrillos  Lima https://t.co/3dRQjHD2mx	Jimbø	2014-01-17	19
646	503	🙀 (at @Real_Plaza Guardia Civil in Chorrillos  Lima) https://t.co/ZGcj67Z4wA	Nathalia García	2014-12-07	4
647	234	Rugby day (@ La Querencia in Lurín  Lima) https://t.co/YuY9DOf6GQ	Ⓤ	2014-05-17	9
648	16	Just posted a video @ Museo de Arte Contemporáneo - Lima https://t.co/Wcf7Q62xQq	Seth Pérez	2014-12-06	13
649	976	I'm at Mall del Sur in San Juan De Miraflores  Lima https://t.co/bHwCpgOSnc	Rafael Castañeda	2014-02-18	18
650	719	@Lima_ECpe También se pueden colocar espigones en playas de Conchan y así permitir ingreso al mar de forma segura https://t.co/Ovzdvf01EX	Juan Manuel del Mar	2014-07-28	6
651	628	🔝 ahí voy 🙌🏻 #fridakahlo #believeinyourself #magicinside @ Punta Hermosa  Lima  Peru https://t.co/Gtn1b0IFua	Tilsa Lozano	2014-04-23	2
652	415	#vacaciones #lima #peru #pachacamac #inca @ Templo De Pachacamac https://t.co/xoj17WOea2	Ana Paula Auler	2014-03-21	13
653	28	I'm at Larcomar in Miraflores  Lima https://t.co/hn8aSWcQeh	Claudio CJ	2014-05-13	1
654	361	Son 15 mil metros cuadrados los que serán usados para el desarrollo de actividades de recreación. #DerechoAlaCiudad… https://t.co/uANZ9xD6gc	UDEAL	2014-07-11	10
655	648	couldn't stop hugging this cutie. @natalyp30 #tbt @ Punta Negra  Lima  Peru https://t.co/01eSdM4NnH	rogelio	2014-04-23	20
656	60	Oie khá rico (@ Los Delfines in Lima) https://t.co/3Wa5Pj7M5R https://t.co/BVrACJdcLQ	Pudiente frustrado🦃	2014-09-27	14
657	643	Domingo de Cine 😱😍 #super #family #love @ CC. Plaza Lima Sur - Chorillos. https://t.co/kltgttesEG	Miss Ansiosa	2014-12-14	17
658	80	Ya tengo el regalo de papá 🎁 (@ Polvos Rosados in Santiago de Surco  Lima) https://t.co/WNuc0wveK7	Carmen Tipacti	2014-09-06	20
659	899	Un dulce para la tarde 😉 (@ Pastipan in Santiago de Surco  Lima) https://t.co/rO8zEL3ki1	Carmen Tipacti	2014-11-25	4
660	200	I'm at Barranco in Lima https://t.co/GKOvIVLkB0	Stephani Svagelj H	2014-02-09	9
661	526	I'm at Tostaduría Bisetti in Barranco  Lima w/ @mariluzbk https://t.co/stsTJgFi8V	Stephani Svagelj H	2014-10-26	2
662	370	鞋 (@ Makro in Santiago de Surco  Lima) https://t.co/5XD1rv8c6C https://t.co/HPQhoZTcn6	Eric Herrera	2014-04-07	13
663	300	Amon Amarth en Lima #amonamarth #deathmetal #metal #lima #peru @ C.c Barranco https://t.co/pPRzCCNhHN	ＢＬＡＳＰＨＥＭＹＭＯＲＴＥＭ	2014-05-28	16
664	912	@AntiFeminismo No vivamos con temor  hay que dar comodidad a la mayoría de residentes de Lima  eso incluye playas s… https://t.co/p4v4Z4rsk4	Juan Manuel del Mar	2014-11-07	17
665	537	@danidelapiedra: ¡Ay Diego! Pero no sale nuestra ropa bien... @ Club Regatas Lima Sede Chorrillos https://t.co/Ff6x8i4C7B	Diegotalvez 🐥	2014-06-10	14
666	561	Bien cargado para activarse 💪☕⚡🔋⚡😹 (@ Starbucks Coffee - @starbucksperu in Miraflores  Lima) https://t.co/Ei3ED1IYSi	Gatonator	2014-01-10	8
667	206	Con mi bff ❤️ (@ Papacho's in Miraflores  Lima) https://t.co/uR59eSFiId https://t.co/jpH9FzxTbf	Hürrem	2014-03-29	20
668	58	Huele a marihuana por aquí. (@ Larcomar in Miraflores  Lima) https://t.co/m2WdN4s6yb	Eddie.⛹🏻	2014-10-10	8
669	1000	Aquí ya está lloviendo. ☔️ (@ Malecón de Chorrillos in Chorrillos  Lima / Perú) https://t.co/rEPNrPy88E	Eddie.⛹🏻	2014-12-31	8
670	878	I'm at Urb. Los Cedros de Villa in Lima https://t.co/NRSoWI1nzp	Eddie.⛹🏻	2014-09-06	15
671	147	I'm at Casa de Eddie in Chorrillos  Lima  lima https://t.co/TQVcPgVdXh	Eddie.⛹🏻	2014-03-07	7
672	354	#family #birthday #91yearsyoung #3llaKrebs @ Barranco  Lima  Peru https://t.co/QSMMwpNcPY	victor j. krebs	2014-08-11	14
673	278	Dando la bienvenida a papá 😍😍 (@ Parroquia Nuestra Señora del Carmen in Miraflores  Lima) https://t.co/a7Tjpm9Xn5	Margarita Guerrero	2014-12-05	17
674	701	Barranco #greatday @ Barranco  Lima  Peru https://t.co/QwfZbWT9R7	Jmendozar	2014-04-01	6
675	778	Paseando pues (@ Playa Waikiki in lima) https://t.co/vHxDp9dwxR	Take Chacón	2014-11-15	16
676	687	¡Que chéddere! (at @BembosOficial in San Juan de Miraflores  Lima) https://t.co/0CCpk2VZ9b https://t.co/zMSzRLIXUb	Gonzalo Barrios	2014-01-28	1
677	663	Day 1. Tupac en Lima #pachacamac #lima #peru #perroinka @ Museo de Sitio y Santuario… https://t.co/Mhb6dJ1cIr	Natalia	2014-06-02	20
678	983	Day 1. Las damas. julis333 yolima011 #peru #lima #pachacamac @ Hacienda los Ficus https://t.co/BxV4fd37Qc	Natalia	2014-03-20	18
679	794	@leslietasayco @_yannire61 (@ Plaza de Armas de Surco in Surco  Lima) https://t.co/1kbGoxdWz8	SS 🍑	2014-09-13	1
680	502	#celebrando #22añitos @ Cieneguilla  Lima  Peru https://t.co/gXbWVKC4op	Thalia Herrera	2014-11-17	12
681	510	Jugo (@ Tejadita in Barranco  Lima w/ @diimendizabal) https://t.co/3y8ZvvU2Ez	Pudiente frustrado🦃	2014-12-17	15
682	152	Just posted a photo @ Bajada Balta Miraflores Lima Peru https://t.co/00dgd3peQJ	Jazz Rock	2014-03-26	7
683	36	I'm at Los Dominic - Barber Shop in Santiago De Surco  Lima https://t.co/P6Tcb9Q5Zl	Gonzalo Barrios	2014-06-11	3
684	545	Seguimos con el engordeeee 🐷 (@ Pardos Chicken in Miraflores  Lima) https://t.co/i84pg6KDpL	Rita Aranda	2014-09-14	15
685	195	#piscosaur #lima 🇵🇪🙌🏻✔️ @ LARCOMAR https://t.co/08jqC6QFdC	Edith Vera	2014-11-26	3
686	514	Aqui con mi #ovejanegra 😸😸👿 @ Cieneguilla  Lima  Peru https://t.co/jzvXnkHFsv	Thalia Herrera	2014-09-03	17
687	388	Pump it! (@ Grifo PetroPeru in Lima  Chorrillos) https://t.co/VMRbbqjZWH https://t.co/QU6Q7y44vP	Pudiente frustrado🦃	2014-06-02	13
688	389	💤💤 (@ Will House !! - @wilmerlezamah in Lima) https://t.co/z8l2Jst1Ey	Will Lezama	2014-07-17	2
689	665	49 Rambos jaja Reniec: ¿cuántos peruanos se llaman ET  Superman  Rambo  Hulk  Batman y Chucky? https://t.co/N3FBYviF2T vía @elcomercio_peru	Fernando Velazco	2014-09-08	10
690	763	I'm at Gold's Gym in Santiago de Surco  Lima https://t.co/tCyaKpx8i4	Giza	2014-07-08	15
691	538	Day 1. Clink. Cheers. Salud #lima #peru #larcomar #vacation julis333 yolima011 @ LARCOMAR https://t.co/b1b2p52hAf	Natalia	2014-12-14	16
692	667	Paseo con Alonsillo! #barranco #bff #domingueando @ Barranco  Lima  Peru https://t.co/poWYCjeIhs	Rosita Cieza	2014-10-27	8
693	894	🙇‍♂️🙇‍♂️🙇‍♂️🙇‍♂️ (@ Universidad Ricardo Palma - @urpalma in Santiago de Surco  Lima) https://t.co/5Us1cYzmx4	Diego Purizaca	2014-12-02	4
694	500	Day 1. Piscos & fancy horses #caballosperuanosdepaso #peru #lima julis333 yolima011 #pisco @… https://t.co/EN5dNmtCUq	Natalia	2014-08-02	8
695	8	#Taller #Audiovisual #Lima https://t.co/Ff7nEJFZCq	Lula Oli	2014-02-12	10
696	163	I'm at Tecsur in San Juan de Miraflores  Lima https://t.co/APLAUvAysT	Sr Carnero	2014-01-13	7
697	471	I'm at CRP Medios y Entretenimiento - Local 3 in Lima https://t.co/A0H94LekFW	Pedro Rivas Ugaz	2014-12-22	8
698	528	I'm at Malecón Armendáriz in Miraflores  Lima https://t.co/8IPuWNcYwS	Israel Gonzales	2014-07-15	19
699	834	I'm at Instituto de Gobierno USMP - @iggp_usmp in Lima https://t.co/zAAo9nBEQC	elsacasas	2014-01-21	7
700	721	Empecemos (@ Integralo BTL in Miraflores  Lima) https://t.co/xdFmE9ZW5k	Eloy Rodríguez	2014-08-16	11
701	334	Contact report. (@ Parque Municipal de Barranco in Barranco  Lima) https://t.co/NyztywzGiw	Luis Melgar Prado	2014-05-14	6
702	229	I'm at Shaly house in Barranco  Lima https://t.co/CC5aOTWTFh	Gonzalo Barrios	2014-02-03	15
703	148	mario testino y Mónica Sordo inaugurando la #bodegaMate #mate #barranco #lima @ MATE Museo Mario… https://t.co/J91DFLZUKD	marina garcia burgos	2014-03-03	9
704	501	Fin de la línea (@ Estacion Villa El Salvador - Metro Lima) https://t.co/I3AxGfUssb	Carlos Zúñiga	2014-03-19	14
705	940	Guiado en #Barranco.. #museum #Lima #peru #tourism 🏰🚌 @ Museo Pedro de Osma https://t.co/nXFWQ2RllJ	Manuel Vera	2014-04-22	8
706	906	Ugh. (@ Universidad Ricardo Palma - @urpalma in Santiago de Surco  Lima) https://t.co/eUAylAhK7P	Manbo	2014-09-13	18
707	27	Siéntese donde corresponda y cállese!! (@ Estación Terán - @MetropolitanoPt in Chorrillos  Lima) https://t.co/Zn7BBF6lUx	Raúl	2014-10-04	6
708	947	Celebrando el cumple de Yadi 😄 (@ Píkalo in Distrito de Lima  Departamento de Lima) https://t.co/pXmPUrh25h	Patty	2014-05-14	15
709	496	I'm at Plaza Raimondi in Barranco  Lima https://t.co/PtmXVnY4oY	Gonzalo Barrios	2014-07-15	20
710	534	@MininterPeru @idanilca @CarlosBasombrio @Agencia_Andina @noticias_tvperu @larepublica_pe @RPPNoticias @Lima_ECpe… https://t.co/6GIdZt6gMX	Guillermo Donayre	2014-08-23	9
711	740	#RosaChumbe en Plaza Lima Sur  en dos horarios y por lo que dice ahí  doblada al español XD Como para no perdérselo. https://t.co/P82Di8RW0g	Fuera Del Cine	2014-02-04	17
712	273	I'm at Barranco in Lima https://t.co/vJW66DRgiE	Michel	2014-02-05	4
713	372	I'm at St. George's College - @stgeorgescolle in Miraflores  Lima https://t.co/0x0HLM1qub	Miguel Angel Ampuero	2014-02-19	20
714	359	🙇‍♂️🙇‍♂️🙇‍♂️🙇‍♂️ (@ Biblioteca Central - Universidad Ricardo Palma in Lima  LIma) https://t.co/UCJT5MLTWc	Diego Purizaca	2014-09-29	15
715	619	Empezamos!! 💪🏻 (@ JW Marriott - Health Club in Miraflores  Lima) https://t.co/Fw5bEic4U1	Alex	2014-03-24	18
716	160	I'm at EsSalud Uldarico Rocca Fernández in Villa el salvador  Lima https://t.co/0nBH5BRrwz	Adolfo	2014-09-18	14
717	446	I'm at Estación Bulevar - @MetropolitanoPt in Barranco  Lima https://t.co/MUp7uJnEQc	Gonzalo Barrios	2014-09-12	9
718	139	Chambaaa (@ Peruvian Nature in Lurín  Lima) https://t.co/naXyFCAHnN	Mando	2014-02-15	20
719	31	I'm at @Bodytech_peru in Santiago de Surco  Lima https://t.co/fgatUlTwwK	Hannah Paisana	2014-10-28	18
720	854	Noche de amigos #lifestyle #mrvelvet #stylish #blog #blogger @ LA PLAZITA LIMA https://t.co/3Y27KBZQH2	Paul Uribe	2014-12-24	6
721	690	I'm at La Cruceta in Lima https://t.co/vSRZoPNmVi	Alejandra	2014-09-01	12
722	218	W/ @nandollo97 (@ PHD Pizza Hut Delivery in Miraflores  Lima) https://t.co/pzPrsrbuv0	it's Yorsh 🐻	2014-01-01	14
723	454	I'm at FAU - URP in Lima https://t.co/j3euTJ5e5I	Aoy	2014-02-28	20
724	620	Uy yuyuy😎 (@ Knockstar Muay Thai in Distrito de Lima) https://t.co/ed94LPxtyM	Jennifer Burga ¬_¬	2014-03-30	12
725	915	Otra semana de ejercicios (@ Gold's Gym in Chorrillos  Lima) https://t.co/DJzAkFAK1T https://t.co/6IpdVF8jQi	Daniel Andara	2014-01-27	15
726	430	Especial para cerrar el trato (@ La Rosa Náutica - @bookersnap in Miraflores  Lima) https://t.co/LZ4pGrzXyg https://t.co/dgJBv4delR	Charlie	2014-08-31	8
727	596	I'm at Ache in Miraflores  Lima https://t.co/9GDiwfpqXS	Chepe Bahamondes	2014-06-22	8
728	746	I'm at Gold's Gym in Santiago de Surco  Lima https://t.co/wvIAPAYJqb	Rafael Castañeda	2014-11-14	10
729	671	Just posted a photo @ Cineplanet Plaza Lima Sur https://t.co/HCOjFZp1a6	Mauricio Eduardo lml	2014-05-07	4
730	917	Tonight we splurge... . . . #amaZ #peru #lima #foodporn #instatravel #travelgram #instafood… https://t.co/jyFAP7ChZq	canada2chile	2014-04-10	13
731	33	por los 5K (@ Parque Locuto in Surco  Lima) https://t.co/8dWDMpPQeM	Nathalia García	2014-02-08	16
732	67	I'm at @PardosChicken in Santiago de Surco  Lima https://t.co/A3zIa5NorR	Junior Calixcovich	2014-08-13	8
733	803	I'm at Los Sanguchones de Kike in Surco  Lima https://t.co/YSMkBeOvWt	Will Lezama	2014-11-27	5
734	688	I'm at Burger King in Miraflores  Lima https://t.co/HBSI38ad2u	Chuck B.	2014-05-12	5
735	261	Mi bonita jugando con Bronco el #perro más famoso de Antioquía  Huarochiri (Lima-Perú). Su dueño… https://t.co/zav9qHZCVV	Andrea ZZevallos	2014-03-15	7
736	631	I'm at Mike's House!! in San Juan de Miraflores  Lima https://t.co/NioDLUIv3A	Miguel	2014-01-02	11
737	662	Hoy me hizo taxibeat un egresado de la de lima. La calle está dure oye.	Aarón Diaz	2014-07-31	20
738	478	I'm at Will House !! - @wilmerlezamah in Lima https://t.co/xsbIdImYOL	Will Lezama	2014-12-27	17
739	29	https://t.co/Lkh3u4RGjP	Massage	2014-05-09	8
740	222	Nice boys (@ Certse Gym in Lima) https://t.co/rs29qZNoWk	Gino Valle Silva	2014-12-28	5
741	928	I'm at Gold's Gym in Santiago de Surco  Lima https://t.co/ntlNMb3DwW	Giza	2014-10-25	9
742	949	De vuelta al barrio (@ Auto & Performance SAC. in Distrito de Lima Chorrillos  Departamento de Lima) https://t.co/QQd6avxI1i	Jaime Portocarrero ⚽	2014-05-13	18
743	35	Calles de Pucusana 1/3 . #photography #pucusana #lima #streetstyle @ Pucusana District https://t.co/FqkDzAaL79	Jenanklo	2014-07-14	20
744	309	I'm at Balboa Strip Mall in Miraflores  Lima https://t.co/0jCVAx0XTA	Stephani Svagelj H	2014-06-04	12
745	311	I'm at La Bonbonniere -Balboa in Lima https://t.co/3gYKcs13nx	Stephani Svagelj H	2014-04-16	3
746	540	Cuando te nace hacer cosas bonitas #lamástierna #cursi #cursilandia. @ Santiago De Surco  Lima … https://t.co/5njgX7LHzy	Martell  ASTRID.🐯	2014-03-17	3
747	13	I'm at Estación Terán - @MetropolitanoPt in Chorrillos  Lima https://t.co/AyjB5rjROx	Alonzo Cadillo	2014-09-10	20
748	874	Time to time 👉😊😎😆 @ Santiago De Surco  Lima  Peru https://t.co/uQLMPwCfsV	Harolt Avalos	2014-05-09	8
749	680	Breakfast #morningpeople 👉😎😆 @ Santiago De Surco  Lima  Peru https://t.co/DYyJafGyjI	Harolt Avalos	2014-06-25	7
750	718	Grande dentro y fuera de las canchas #SergioRamos en #Lima 🇵🇪 https://t.co/LXFnQNqHoU	julio sone	2014-06-14	17
751	420	Un breve descanso (@ Starbucks Coffee - @starbucksperu in Miraflores  Lima) https://t.co/gZe16E9MC2	Luis Enrrique	2014-12-16	9
752	766	Odio que el wifi se malogre. But here i am once again. (at @urpalma in Lima) https://t.co/ADINrraIma	carla ✰	2014-11-09	20
753	381	I'm at Tostaduría Bisetti in Barranco  Lima https://t.co/UzJ6BsLsY3	Stephani Svagelj H	2014-07-17	18
754	210	I'm at Estación 28 de Julio - @MetropolitanoPt in Miraflores  Lima https://t.co/p5y03M34Aq	Take Chacón	2014-12-30	14
755	480	Sporting Cristal vs ALIANZA LIMA Domingo 18 a las 3:30 pm - Estadio Alberto Gallardo Tribuna visitante: S/ 50 x Internet - S/ 60 x boletería	Eduardo Sosa	2014-06-12	8
756	786	Reunion de trabajo con organizaciones trans de Lima y callao para planificar PLANES DE TRABAJO https://t.co/oaFMSx42sx	Coordinacion trans	2014-06-12	10
757	815	@SupportBrigades Gran labor de los Bomberos Voluntarios del Perú controlando los incendios de Lima y Callao	Cinthya	2014-03-06	14
758	569	I'm at Multivision SA in Lima https://t.co/wCT9FU8zyM	Take Chacón	2014-02-21	19
759	251	I'm at @BembosOficial in Miraflores  Lima https://t.co/6HrbEPo6gW	Chuck B.	2014-08-21	7
760	260	El capi esta en Lima 😍😍	Yoselyn	2014-10-17	6
761	333	I'm at KFC in Lima https://t.co/gWKsE7YY4d	Gonzalo Barrios	2014-05-14	15
762	248	I'm at CAC @ClaroPeru in Chorrillos  Lima https://t.co/Hj7dWM7VHq	Gonzalo Barrios	2014-07-06	19
763	316	I'm at @McDonalds_per in Lima https://t.co/WTrm0Al7b1	Gonzalo Barrios	2014-09-11	8
764	130	Gorditos felices 😅 🍔🍟 Joanne - Ale (at @BembosOficial in Miraflores  Lima w/ @nebuladg1) https://t.co/tzm2WIn2vL	Sandra	2014-08-19	17
765	559	Sporting Cristal y Alianza Lima se enfrentarán el próximo domingo 18 de junio en el Alberto Gallardo por la fecha 5 del Torneo Apertura.	Eduardo Prado	2014-02-27	6
766	981	juas juas (@ Biblioteca Central - Universidad Ricardo Palma in Lima  LIma) https://t.co/zEMU703WIa	Diego Purizaca	2014-07-06	7
767	4	I'm at @_USIL - Sede Pachacamac in Lima https://t.co/MzOcuNiMIJ	Sofía Abad ❤️	2014-09-25	3
768	207	I'm at Luz del Sur in San Juan de Miraflores  Lima https://t.co/ph4aD3JQbv	Aoy	2014-08-15	19
769	282	I'm at Instituto de Gobierno USMP - @iggp_usmp in Lima https://t.co/Zzou4qZOTa	elsacasas	2014-06-25	19
770	742	#clientes #trattoria #lima #peru #puntahermosa #cumpleaños #amigos https://t.co/kpziseStDY	Trattoria Don Angelo	2014-01-23	11
771	905	#clientes #amigos #puntahermosa #lima #peru #trattoria https://t.co/YK5BKG3ktA	Trattoria Don Angelo	2014-01-03	4
772	716	I'm at Universidad Peruana de Ciencias Aplicadas - UPC - @upcedu in Chorrillos  Lima https://t.co/TgDtFz5bKU	GianfogifogiCervera	2014-08-18	5
773	602	I'm at Paraiso alto in Lima  Peru https://t.co/IKXZNVXOU6	Aoy	2014-07-11	16
774	553	Hoy en Lima  Barranco. @ Casa ESPACIO LIBRE - TEATRO https://t.co/FqQNkfAX6i	Faramburleros	2014-08-22	1
775	455	WTF POR QUÉ TANTO INCENDIO EN LIMA ?	Mario Arce	2014-08-24	1
